D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
Male,India,16 - 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Not at all affect,Somewhat affect,Not at all affect,Somewhat affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Daily,Daily,Monthly,Less than once a year,Monthly,Less than once a year,Very satisfied,Very satisfied,Very satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,,,Daily,Daily,Daily,Daily,Daily,Less than once a year,Very satisfied,Very dissatisfied,Moderately dissatisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot
Male,Italy,more than 20 years,Experiment,51 - 100 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Neutral,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Neutral,Very helpful,Neutral,,,,,Less than once a year,Less than once a year,Once a year,Once every 3 months,Daily,Monthly,No experience,No experience,No experience,Moderately satisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,,Somewhat agree,Neutral,Neutral,Strongly agree,Neutral,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Neutral,Somewhat affect,Neutral,Somewhat affect,Rarely affect,Rarely affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Neutral,,,,,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat unhelpful,,,,,Less than once a year,Less than once a year,Twice a year,Once every 3 months,Once every 3 months,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
Female,United States of America,less than 5 years,Experiment,< 20 members,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Not at all affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,,,,,Once every 3 months,Less than once a year,Weekly,Monthly,Weekly,Once a year,Moderately dissatisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Belgium,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Not at all affect,Rarely affect,Not at all affect,Rarely affect,Affect a lot,Affect a lot,Affect a lot,Not at all affect,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Daily,Less than once a year,Weekly,Weekly,Weekly,Once every 3 months,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately dissatisfied,Rarely affect,Affect a lot,Affect a lot,Affect a lot
Female,Germany,16 - 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,No,No,No,Yes,No,No,No,No,No,No,No,Neutral,Neutral,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,Somewhat helpful,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful,,,,,Weekly,Less than once a year,Daily,Weekly,Daily,Less than once a year,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot
Male,China,more than 20 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Neutral,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Somewhat affect,Rarely affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,,,,,Very helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral,,,,,Once every 3 months,Less than once a year,Once every 3 months,Less than once a year,Weekly,Less than once a year,Very satisfied,No experience,Very satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,No,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,,,,,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,,,,,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Very satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,No experience,Moderately dissatisfied,Neither satisfied nor dissatisfied,Affect a lot,Affect a lot,Affect a lot,Rarely affect
Female,United States of America,16 - 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Somewhat agree,,,,,Very unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful,,,,"As peer reviewers we are volunteers with extremely little time.  We would need an entirely new model of peer review if the task of checking data and code were added to review responsibilities.  Furthermore, most data and code are extremely difficult to understand in HEP if you don't already know details of the detector.",Weekly,Monthly,Weekly,Weekly,Daily,Monthly,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Somewhat affect,Not at all affect,Affect a lot,Somewhat affect,Neutral,Not at all affect,Neutral,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,Very satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,Germany,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,,,,,Daily,Once every 3 months,Once every 3 months,Less than once a year,Daily,Twice a year,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Iran (Islamic Republic of),11 - 15 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Once a year,Monthly,Monthly,Weekly,Weekly,Very satisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
Female,Finland,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,No,No,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Neutral,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,,,,,Daily,Once a year,Daily,Weekly,Daily,Weekly,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Very satisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,Brazil,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,,,,,Very helpful,Somewhat helpful,Neutral,Somewhat unhelpful,Somewhat helpful,,,,,Monthly,Monthly,Monthly,Weekly,Weekly,Once every 3 months,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
Male,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,,,,,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral,,,,,Once a year,Once a year,Weekly,Weekly,Daily,Twice a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
Male,Germany,more than 20 years,Experiment,101 - 500 members,,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Neutral,Neutral,Affect a lot,Affect a lot,Affect a lot,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,,,,,Very unhelpful,Very unhelpful,Neutral,Somewhat helpful,Very unhelpful,,,,,Weekly,Daily,Weekly,Daily,Daily,Less than once a year,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Rarely affect
Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Neutral,Very helpful,Somewhat helpful,Somewhat helpful,Neutral,,,,,Weekly,Daily,Daily,Monthly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Colombia,more than 20 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,No,No,Yes,No,Yes,No,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,,,,,Somewhat disagree,Neutral,Somewhat disagree,Neutral,,,,,,Somewhat helpful,Neutral,Somewhat helpful,,Monthly,Monthly,Once a year,Monthly,Weekly,Twice a year,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately dissatisfied,Very satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Portugal,more than 20 years,Other,,process control,Strongly agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,No,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Not at all affect,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,,,,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Once a year,Once a year,Once a year,Once a year,Once a year,Once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,,Neutral,Neutral,Somewhat disagree,Somewhat agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,Yes,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Weekly,Less than once a year,Less than once a year,Less than once a year,Weekly,Once every 3 months,Very satisfied,No experience,Very satisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Russian Federation,more than 20 years,Theory,,,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Neutral,No,No,No,No,No,Yes,No,Yes,No,Yes,No,,,,,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Neutral,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,,,,,Somewhat disagree,Neutral,Somewhat disagree,Strongly disagree,,,,,,Somewhat unhelpful,Very unhelpful,Neutral,,Weekly,Weekly,Daily,Less than once a year,Weekly,Less than once a year,Moderately satisfied,Very satisfied,Very satisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Neutral,Somewhat affect,Affect a lot,Somewhat affect
Female,Italy,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,No,No,No,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Not at all affect,Somewhat affect,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Less than once a year,Weekly,Monthly,Weekly,Weekly,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,Somewhat affect,Neutral,Affect a lot,Affect a lot
Female,Poland,5 - 10 years,Experiment,> 500 members,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,,,Once every 3 months,Once a year,Daily,Twice a year,Monthly,Less than once a year,Moderately satisfied,Moderately dissatisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,the United Kingdom of Great Britain and Northern Ireland,11 - 15 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,Yes,No,No,No,No,No,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Strongly agree,Strongly agree,Neutral,Somewhat agree,,,,,Neutral,Strongly agree,Neutral,Neutral,,,,,,Neutral,Neutral,Neutral,"For my field (theory), open access is the most important. An issue not discussed in the survey is the cost of the journal subscriptions -- not open access -- for cash-strapped universities and research centres.",Daily,Less than once a year,Once a year,Weekly,Once every 3 months,Less than once a year,Very satisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Female,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful,,,,,Daily,Less than once a year,Weekly,Daily,Daily,Daily,Moderately satisfied,No experience,Very satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Female,Republic of Korea,16 - 20 years,Experiment,20 - 50 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Neutral,,,,,Neutral,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful,,,,,Daily,Less than once a year,Weekly,Daily,Weekly,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
