Gender,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E4],p3q2T [OD_E5],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
F,South Africa,Junior,EX,> 500 ,,4,4,4,5,4,N,N,N,N,Y,N,N,N,N,N,N,4,3,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,individual,,Y,Y,N,N,,5,4,4,5,5,5,4,5,4,4,5,4,2,2,4,4,3,,,,,4,4,4,4,4,,,,"It takes a lot of time for the analyzers to make their codes, it will take a lot of time for anyone else to understand them as well. Therefore it's Nt really ""easy"" to share in my opinion. It's Nt as simple as providing images to spot aliens.",Weekly,Monthly,Weekly,Daily,Daily,Less than once a year,4,4,4,5,3,4,3,4,4,4,4
M,Israel,Senior,EX,> 500 ,,4,3,4,3,3,N,Y,N,N,N,N,N,N,N,N,N,2,1,1,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,N,N,Y,N,,5,2,4,5,1,4,4,3,2,3,4,1,5,4,1,4,3,,,,,3,4,2,4,1,,,,The complexity of a HEP analysis is such that only people that worked on it can correctly analyse it.,Once every 3 months,Weekly,Monthly,Once every 3 months,Daily,Monthly,3,4,4,3,3,4,3,4,4,5,4
M,United States of America,Senior,EX,> 500 ,,4,4,5,3,3,N,Y,N,N,N,N,N,N,N,N,N,5,3,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,Other,"I think models like the one astroNmy uses where data collection and data analysis are factorized are good models. Anyone who pays for access should then be able to analyze data, and the release of analysis data and code should be part of the peer review process. How that data/code is released could vary by where it is published. Since most of the data collection is publicly funded, the raw data is owned by the public, Nt the collaboration; so there would be input from them as well.",N,Y,N,N,,5,5,4,4,3,2,4,3,4,4,5,4,2,5,5,4,4,,,,,3,4,4,4,4,,,,,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,4,5,3,3,0,4,3,5,4,5,5
M,United States of America,Senior,EX,> 500 ,,5,5,4,5,4,N,N,Y,Y,N,N,N,N,N,N,N,5,4,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,4,4,4,5,4,4,4,1,3,5,2,2,2,4,2,4,,,,,4,3,4,4,3,,,,,Monthly,Monthly,Weekly,Less than once a year,Weekly,Less than once a year,4,4,5,0,0,5,0,5,4,5,4
M,China,Junior,EX,> 500 ,,4,3,4,5,4,Y,N,N,N,Y,N,N,N,N,N,N,4,2,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,"Research data can be openly released by the time as paper is published, the analysis code should be released only within collaboration. For full disclosure of code I think the best time is a few years after particular collaboration stops be active.",community,,N,Y,N,N,,3,3,4,5,5,5,5,4,3,2,4,3,4,5,5,2,3,,,,,4,3,4,5,3,,,,,Daily,Monthly,Weekly,Less than once a year,Weekly,Weekly,5,4,4,3,3,4,5,5,5,4,2
M,Spain,Senior,EX,101 - 500 ,,5,5,4,4,4,Y,Y,Y,Y,N,N,N,N,N,N,N,4,4,4,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,Y,N,N,,community,,Y,Y,N,N,,5,5,3,5,5,3,4,5,5,3,5,1,3,4,4,4,5,,,,,3,3,3,3,3,,,,"Too generic. Which Data, which Code should be accessible in addition to manuscript ?",Monthly,Less than once a year,Monthly,Weekly,Daily,Monthly,3,0,4,4,2,5,0,5,5,5,5
F,Italy,Senior,EX,> 500 ,,5,5,5,5,4,N,N,N,Y,N,N,N,N,N,N,N,2,2,4,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,4,5,2,5,1,4,5,5,2,2,5,1,3,2,4,4,2,,,,,1,1,4,5,1,,,,,Weekly,Weekly,Daily,Daily,Daily,Less than once a year,2,2,5,5,3,0,3,4,4,4,5
M,Netherlands,Senior,EX,> 500 ,,5,4,3,4,3,N,N,Y,N,N,N,N,N,N,N,N,4,4,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,Y,N,,5,3,2,5,4,4,3,2,3,4,4,1,3,4,2,4,4,,,,,4,4,4,5,2,,,,,Less than once a year,Less than once a year,Monthly,Once every 3 months,Daily,Less than once a year,0,0,2,3,0,5,0,3,3,5,5
M,Colombia,Senior,EX,> 500 ,,5,5,5,4,4,N,N,N,N,Y,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,5,4,4,5,5,5,5,5,3,5,2,3,4,2,3,4,,,,,5,5,5,4,4,,,,,Weekly,Less than once a year,Weekly,Weekly,Weekly,Monthly,5,0,4,5,0,5,4,5,5,5,5
F,Italy,Senior,EX,> 500 ,,5,5,5,5,3,Y,Y,Y,N,N,N,N,N,N,N,N,4,3,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,3,2,4,4,4,5,3,5,4,5,3,2,1,3,2,4,,,,,2,2,4,4,3,,,,,Daily,Weekly,Daily,Daily,Daily,Less than once a year,4,4,5,5,0,5,0,5,4,5,5
M,Russian Federation,Junior,EX,101 - 500 ,,5,5,5,4,4,N,Y,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,individual,,Y,N,N,N,,3,4,2,3,3,3,2,2,3,3,4,4,3,3,3,3,3,,,,,3,3,4,4,3,,,,,Once a year,Once a year,Weekly,Twice a year,Daily,Daily,3,3,4,3,2,5,3,4,4,3,4
M,Italy,Senior,EX,51 - 100 ,,4,3,2,4,2,Y,N,N,Y,N,N,N,N,N,N,N,3,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,5,3,1,4,5,5,4,5,5,4,4,5,5,1,5,1,1,,,,,1,1,1,4,1,,,,,Monthly,Less than once a year,Weekly,Monthly,Monthly,Less than once a year,3,0,5,5,0,5,0,4,4,5,2
M,Germany,Junior,EX,51 - 100 ,,5,5,5,4,4,Y,Y,Y,Y,N,N,N,N,N,N,N,4,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,Y,N,N,,collab,,Y,Y,N,N,,3,3,4,4,3,4,5,4,4,1,5,3,2,4,5,3,1,,,,,4,4,2,4,1,,,,,Weekly,Less than once a year,Weekly,Monthly,Weekly,Less than once a year,5,0,4,5,4,5,0,4,5,5,4
M,Ukraine,Senior,EX,> 500 ,,5,5,3,4,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,5,5,5,4,5,4,4,4,4,5,5,4,5,4,4,4,,,,,5,5,4,4,4,,,,,Once every 3 months,Once every 3 months,Monthly,Monthly,Monthly,Once every 3 months,4,4,4,5,4,4,4,4,4,4,4
F,Israel,Senior,EX,> 500 ,,5,5,5,5,5,Y,N,N,N,N,N,N,N,N,N,N,5,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,"Since the same data is processed in many analyses, it takes time before the EXs have confidence in sharing the data",collab,,N,Y,N,N,,5,5,4,5,5,3,5,5,4,3,5,4,2,3,5,3,4,,,,,1,1,3,4,1,,,,,Less than once a year,Less than once a year,Once every 3 months,Monthly,Monthly,Less than once a year,0,0,4,2,0,2,0,5,4,5,5
M,France,Junior,EX,101 - 500 ,,5,4,3,4,2,Y,N,Y,Y,N,N,N,N,N,N,N,5,4,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,5,4,4,4,4,4,5,4,5,4,4,2,2,4,2,4,2,,,,,4,4,4,2,2,,,,attention should be paid Nt to overload referees...,Less than once a year,Less than once a year,Weekly,Less than once a year,Once every 3 months,Less than once a year,0,4,5,0,0,5,0,4,5,5,4
M,Russian Federation,Senior,EX,> 500 ,,5,5,3,5,4,N,Y,N,Y,N,N,N,N,N,N,N,3,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,,community,,Y,Y,N,N,,4,5,4,3,5,5,4,4,2,4,5,4,2,1,5,4,5,,,,,1,2,3,4,1,,,,,Monthly,Less than once a year,Monthly,Once a year,Weekly,Less than once a year,5,0,4,3,0,5,0,4,3,3,3
M,Romania,Junior,EX,> 500 ,,5,4,3,5,3,Y,Y,N,N,N,N,N,N,N,N,N,4,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,4,5,4,5,5,4,5,5,4,2,5,4,2,2,5,2,2,,,,,4,4,2,1,3,,,,,Weekly,Daily,Monthly,Twice a year,Daily,Less than once a year,4,3,3,3,0,4,3,5,5,5,4
M,Spain,Senior,EX,> 500 ,,5,5,5,3,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,funder,,Y,N,N,N,,5,5,5,5,5,3,4,5,3,1,5,1,1,1,2,2,5,,,,,5,5,5,5,5,,,,,Once every 3 months,Once every 3 months,Daily,Daily,Daily,Daily,3,3,4,4,0,5,5,5,4,4,5
M,France,Junior,EX,20 - 50 ,,5,5,5,5,5,Y,N,N,N,Y,N,N,N,N,N,N,4,5,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,funder,,N,Y,N,N,,5,4,5,4,1,3,3,4,3,1,5,1,1,4,5,4,4,,,,,5,5,3,1,1,,,,,Once a year,Less than once a year,Once every 3 months,Twice a year,Once every 3 months,Less than once a year,2,0,2,5,0,5,0,5,5,5,5
M,Czech Republic,Senior,EX,51 - 100 ,,4,3,3,2,1,Y,N,N,N,Y,N,N,N,N,N,N,3,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,collab,,N,Y,N,N,,5,5,4,5,3,4,5,5,3,4,4,2,3,3,4,1,2,,,,,4,3,4,4,3,,,,"peer review already is a burden, more so for the reviewers than for the authors",Less than once a year,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,0,0,0,0,0,3,0,3,3,4,4
M,Spain,Junior,EX,> 500 ,,5,5,5,5,1,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,community,,Y,Y,N,N,,1,5,1,1,1,5,1,1,3,2,5,1,1,2,5,4,5,,,,,5,5,5,5,5,,,,,Daily,Weekly,Daily,Daily,Daily,Daily,5,4,4,4,5,5,5,1,5,5,2
F,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,4,4,4,4,4,Y,N,N,N,N,N,N,N,N,N,N,3,2,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,funder,,Y,N,N,N,,4,4,4,5,4,4,4,4,4,4,5,3,4,4,2,4,3,,,,,4,4,2,2,4,,,,,Weekly,Once every 3 months,Weekly,Less than once a year,Daily,Once every 3 months,4,3,4,0,4,4,4,4,4,5,4
M,Germany,Junior,EX,> 500 ,,5,5,4,3,3,Y,Y,N,N,N,N,N,N,N,N,N,4,4,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,collab,,Y,Y,N,N,,5,5,3,4,4,5,4,4,3,2,5,2,3,3,4,3,4,,,,,3,4,4,4,1,,,,,Weekly,Once a year,Weekly,Once every 3 months,Daily,Less than once a year,4,4,2,2,0,3,0,1,5,5,2
M,Germany,Junior,EX,> 500 ,,5,5,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,Y,N,N,,4,2,1,5,5,5,3,5,3,1,5,1,2,2,2,3,3,,,,,1,2,2,2,2,,,,,Daily,Monthly,Daily,Daily,Daily,Once a year,5,5,5,5,0,5,0,5,4,5,5
M,United States of America,Senior,EX,> 500 ,,4,4,4,5,1,Y,N,N,N,N,N,N,N,N,N,N,4,2,1,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,Y,N,N,,community,,N,Y,N,N,,4,2,1,5,5,5,4,1,3,3,5,1,2,2,4,4,4,,,,,4,2,3,4,1,,,,,Weekly,Less than once a year,Weekly,Weekly,Daily,Less than once a year,5,0,4,5,0,5,0,5,5,5,5
M,Austria,Junior,EX,20 - 50 ,,5,5,5,5,5,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,funder,,Y,N,N,N,,5,5,5,4,1,4,5,5,3,2,5,4,4,3,3,3,2,,,,,3,3,3,3,3,,,,,Less than once a year,Less than once a year,Once a year,Less than once a year,Monthly,Less than once a year,5,0,3,3,5,4,4,5,5,5,5
F,Brazil,Junior,EX,> 500 ,,5,4,5,4,4,Y,N,N,N,N,N,N,N,N,N,N,5,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,Y,N,N,,2,3,4,4,5,3,4,4,4,4,5,1,5,1,5,1,1,,,,,4,4,2,2,4,,,,,Daily,Monthly,Daily,Daily,Daily,Monthly,5,5,5,5,0,5,0,5,5,5,5
M,Hungary,Senior,EX,> 500 ,,4,3,5,3,3,Y,Y,N,N,N,N,N,N,N,N,N,5,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,4,3,4,4,5,5,3,4,4,4,5,3,3,4,3,3,4,,,,,4,4,3,4,3,,,,,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,Less than once a year,3,3,3,4,0,3,0,5,5,4,4
NA,United States of America,Junior,EX,> 500 ,,5,5,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,5,5,1,4,5,4,5,1,4,1,5,2,2,3,4,3,4,,,,,4,4,4,4,4,,,,,Daily,Daily,Daily,Daily,Daily,Monthly,4,4,4,4,0,4,3,2,5,5,2
M,Sweden,Senior,EX,> 500 ,,5,5,5,4,5,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,N,N,N,,4,5,3,4,3,5,5,5,4,2,5,1,2,4,2,4,3,,,,,4,4,4,4,4,,,,,Weekly,Weekly,Monthly,Once every 3 months,Weekly,Less than once a year,5,5,4,4,0,5,0,4,4,5,5
F,United States of America,Junior,EX,> 500 ,,5,5,4,5,5,Y,N,N,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,4,5,2,4,1,4,5,4,5,4,5,2,2,1,5,3,2,,,,,2,2,4,4,2,,,,,Daily,Monthly,Weekly,Weekly,Daily,Less than once a year,5,4,4,5,0,5,0,5,5,4,4
M,Italy,Senior,EX,< 20 ,,5,5,4,5,4,Y,N,N,N,Y,N,N,N,N,N,N,4,3,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,Y,N,Y,"It is appropriate to share data, it is Nt always appropriate to share code",individual,,Y,Y,N,N,,5,4,4,4,4,2,2,4,2,4,4,2,2,1,2,2,1,,,,,3,1,4,4,2,,,,,Weekly,Less than once a year,Daily,Daily,Daily,Weekly,4,0,4,5,3,5,3,5,4,5,4
M,Czech Republic,Senior,EX,> 500 ,,5,5,5,3,3,N,Y,N,N,N,N,N,N,N,N,N,5,1,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,Y,N,,3,5,3,5,5,5,3,5,3,3,5,1,1,3,2,5,5,,,,,5,5,4,4,5,,,,,Daily,Weekly,Daily,Less than once a year,Weekly,Less than once a year,5,5,5,0,0,5,0,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,5,5,5,3,3,Y,Y,N,N,N,N,N,N,N,N,N,5,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,funder,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Switzerland,Junior,EX,> 500 ,,5,3,5,5,4,Y,N,N,N,N,N,N,N,N,N,N,4,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,5,5,5,4,3,Y,Y,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,funder,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,United States of America,Junior,EX,> 500 ,,3,4,3,4,3,Y,N,Y,N,N,N,N,N,N,N,N,5,3,4,4,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,N,N,,individual,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Brazil,Junior,EX,> 500 ,,5,5,3,5,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,,community,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Italy,Junior,EX,> 500 ,,5,5,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,2,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Germany,Junior,EX,> 500 ,,5,4,4,5,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,community,,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Hungary,Junior,EX,101 - 500 ,,2,2,2,4,4,Y,Y,N,N,N,N,N,N,N,N,N,3,3,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Spain,Senior,EX,101 - 500 ,,4,4,4,3,4,Y,N,N,N,N,N,N,N,N,N,N,5,5,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,Y,N,N,,collab,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Spain,Senior,EX,> 500 ,,5,4,5,5,3,N,N,Y,Y,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Japan,Junior,EX,< 20 ,,5,4,4,1,3,Y,Y,Y,Y,N,N,N,N,N,N,N,4,4,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,"Data should be supplied when manuscript is available for publication, code should be distributed some time after publication",collab,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Nrway,Junior,EX,> 500 ,,5,5,5,5,4,Y,Y,Y,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,,collab,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Poland,Senior,EX,> 500 ,,5,5,5,4,3,Y,N,N,N,N,N,N,N,N,N,N,3,3,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,"Sharing the data is fine, but Nt sharing the code. There is usually a lot of work done on the code, and on the other hand it should be sufficient that the code is readable for the physicist who wrote it and there should be N requirement that the code fulfill any requirements expected by professional programers.",community,,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,France,Junior,EX,101 - 500 ,,5,4,4,3,3,N,N,N,Y,N,N,N,N,N,N,N,5,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,funder,,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Germany,Junior,EX,> 500 ,,5,4,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,funder,,N,Y,N,N,,4,4,2,4,2,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Spain,Junior,EX,> 500 ,,5,3,5,4,3,N,N,N,N,Y,N,N,N,N,N,N,4,4,5,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,2,4,1,4,3,4,5,4,1,1,5,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,India,Junior,EX,> 500 ,,5,5,5,4,4,N,N,Y,Y,N,N,N,N,N,N,N,5,2,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,individual,,Y,Y,N,N,,4,4,5,4,2,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Russian Federation,Junior,EX,101 - 500 ,,2,3,1,5,2,Y,N,N,N,N,N,N,N,N,N,N,2,2,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,Y,N,,4,3,2,3,4,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Italy,Junior,EX,> 500 ,,5,4,5,3,3,Y,Y,Y,N,N,N,N,N,N,N,N,4,4,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,Y,N,N,,community,,Y,Y,N,N,,5,5,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Netherlands,Junior,EX,> 500 ,,5,5,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,4,5,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,4,3,5,3,4,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Brazil,Senior,EX,> 500 ,,5,5,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,N,Y,N,N,,4,2,3,4,5,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Spain,Junior,EX,> 500 ,,5,5,5,4,5,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,1,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,funder,,Y,Y,N,N,,1,1,2,4,3,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,South Africa,Junior,EX,> 500 ,,1,1,3,5,5,N,Y,N,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,4,4,1,4,2,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Germany,Senior,EX,> 500 ,,5,5,5,5,5,N,N,N,N,Y,N,N,N,N,N,N,3,3,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,United States of America,Senior,EX,> 500 ,,2,2,3,3,4,N,N,Y,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,Y,N,N,,3,3,3,4,5,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Italy,Senior,EX,> 500 ,,4,4,2,5,3,Y,Y,N,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,Y,N,,5,4,4,3,5,5,4,5,2,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,Italy,Junior,EX,20 - 50 ,,5,5,4,5,3,Y,N,N,Y,N,N,N,N,N,N,N,4,4,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,community,,Y,Y,N,N,,4,3,3,4,4,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,France,Junior,EX,> 500 ,,5,5,5,5,5,N,N,Y,Y,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,Y,Y,N,N,,funder,,N,Y,N,N,,3,4,3,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
