id,Gender,Country,Seniority,Field,Field_S,Research_done,Submitted,Accepted,Published,After_publication,Not_appropriate,Other,Rev_data,Rev_code,Rev_Twiki,Rev_slides,Rev_workflow
97,Male,Brazil,less than 5 years,Experiment,> 500 members,No,Yes,Yes,No,No,No,No,,,,,
125,Male,Italy,less than 5 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,,,,,
127,Male,Germany,less than 5 years,Experiment,> 500 members,No,No,No,Yes,Yes,No,No,,,,,
137,Male,Hungary,11 - 15 years,Experiment,101 - 500 members,No,No,No,Yes,No,No,No,,,,,
469,Male,Spain,16 - 20 years,Experiment,101 - 500 members,No,No,Yes,Yes,Yes,No,No,,,,,
609,Male,Spain,16 - 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,,,,,
619,Male,Japan,less than 5 years,Experiment,< 20 members,No,No,No,No,No,No,Yes,,,,,
627,Male,Norway,less than 5 years,Experiment,> 500 members,Yes,Yes,No,No,No,No,No,,,,,
640,Male,Poland,more than 20 years,Experiment,> 500 members,No,No,No,No,No,No,Yes,,,,,
772,Male,France,11 - 15 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,,,,,
44,Male,Germany,less than 5 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,,,,,
86,Male,Spain,less than 5 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,,,,,
113,Male,India,less than 5 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,,,,,
160,Male,Russian Federation,11 - 15 years,Experiment,101 - 500 members,No,No,No,No,No,Yes,No,,,,,
241,Male,Italy,5 - 10 years,Experiment,> 500 members,No,Yes,Yes,Yes,Yes,No,No,,,,,
256,Male,Netherlands,11 - 15 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,,,,,
294,Male,Brazil,more than 20 years,Experiment,> 500 members,No,Yes,No,No,No,No,No,,,,,
524,Male,Spain,11 - 15 years,Experiment,> 500 members,No,Yes,Yes,Yes,No,No,No,,,,,
552,Male,South Africa,11 - 15 years,Experiment,> 500 members,No,No,No,Yes,No,No,No,,,,,
723,Male,Germany,more than 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,,,,,
760,Male,United States of America,more than 20 years,Experiment,> 500 members,No,No,Yes,No,No,No,No,,,,,
780,Male,Italy,16 - 20 years,Experiment,> 500 members,No,No,No,No,Yes,No,No,,,,,
802,Female,Italy,less than 5 years,Experiment,20 - 50 members,No,No,No,Yes,Yes,No,No,,,,,
880,Male,France,11 - 15 years,Experiment,> 500 members,No,Yes,No,Yes,Yes,No,No,,,,,
333,Male,Russian Federation,more than 20 years,Experiment,101 - 500 members,No,Yes,No,No,No,No,No,Very helpful,Very helpful,Somewhat helpful,Very helpful,Somewhat helpful
817,Male,Andorra,5 - 10 years,Experiment,< 20 members,No,No,No,No,Yes,No,No,Neutral,Neutral,Neutral,Neutral,Neutral
861,Male,United States of America,5 - 10 years,Experiment,> 500 members,No,No,Yes,No,Yes,No,No,Very unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat helpful
865,Male,Poland,11 - 15 years,Experiment,101 - 500 members,No,No,Yes,No,Yes,No,No,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful
