id,Gender,Country,Seniority,Field,OS_BeneDiscipline,OS_BeneIndividual,OS_BenePublic,OA_ChSeeking,OA_ChSub,OD_aware,OD_seeking,OD_using,OD_sharing,OD_none,OD_publish,OD_anyone,OD_helpful,OD_dontaffect,Who_decide,Sharing_asked,Sharing_shared,Sharing_never,Sharing_not_interested,Sharing_addedwork,Sharing_rights,Sharing_competition,Sharing_quality,Sharing_essential,Sharing_selfeval,Sharing_request,Sharing_responsiblyused,Sharing_required,Doc_askpeople,Doc_reproduc,Doc_unproductive,Doc_unuseful,Rev_coderev,Rev_qualitynotaffect,Rev_doc,Rev_docreadywhenpublish,Tool_codemanage,Tool_issuetracker,Tool_docmanage,Tool_coediting,Tool_eventmanage,Tool_notebook,Happy_codemanage,Happy_issuetracker,Happy_docmanage,Happy_coediting,Happy_refmanage,Happy_eventmanage,Happy_notebook,Tool_endorsement,Tool_efficient,Tool_easy,Tool_peers
840,Male,Spain,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Funders,Yes,No,No,No,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Affect a lot,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Once every 3 months,Once every 3 months,Daily,Daily,Daily,Daily,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot
842,Male,France,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Funders,No,Yes,No,No,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Neutral,Neutral,Somewhat affect,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Once a year,Less than once a year,Once every 3 months,Twice a year,Once every 3 months,Less than once a year,Moderately dissatisfied,No experience,Moderately dissatisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
845,Male,Czech Republic,Senior,Experiment,Somewhat agree,Neutral,Neutral,Somewhat disagree,Strongly disagree,Yes,No,No,No,Yes,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Collab,No,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Strongly disagree,Somewhat disagree,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,No experience,No experience,No experience,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Neutral,Neutral,Somewhat affect,Somewhat affect
853,Male,Spain,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Community,Yes,Yes,No,No,Not at all affect,Affect a lot,Not at all affect,Not at all affect,Not at all affect,Affect a lot,Not at all affect,Not at all affect,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Daily,Weekly,Daily,Daily,Daily,Daily,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Very satisfied,Very satisfied,Not at all affect,Affect a lot,Affect a lot,Rarely affect
855,Female,the United Kingdom of Great Britain and Northern Ireland,Junior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Funders,Yes,No,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Weekly,Once every 3 months,Weekly,Less than once a year,Daily,Once every 3 months,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
859,Male,Germany,Junior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Neutral,Neutral,Yes,Yes,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Weekly,Once a year,Weekly,Once every 3 months,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,Moderately dissatisfied,No experience,Neither satisfied nor dissatisfied,No experience,Not at all affect,Affect a lot,Affect a lot,Rarely affect
862,Male,Germany,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Collab,Yes,Yes,No,No,Somewhat affect,Rarely affect,Not at all affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Daily,Monthly,Daily,Daily,Daily,Once a year,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Affect a lot,Affect a lot
863,Male,United States of America,Senior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Yes,No,No,No,No,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Community,No,Yes,No,No,Somewhat affect,Rarely affect,Not at all affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Not at all affect,Neutral,Neutral,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Weekly,Less than once a year,Weekly,Weekly,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
866,Male,Austria,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Neutral,Funders,Yes,No,No,No,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Not at all affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat disagree,Less than once a year,Less than once a year,Once a year,Less than once a year,Monthly,Less than once a year,Very satisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
868,Female,Brazil,Junior,Experiment,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Strongly agree,Community,No,Yes,No,No,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Daily,Monthly,Daily,Daily,Daily,Monthly,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
869,Male,Hungary,Senior,Experiment,Somewhat agree,Neutral,Strongly agree,Neutral,Neutral,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Community,No,Yes,No,No,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,No experience,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect
870,Prefer not to say,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Community,Yes,Yes,No,No,Affect a lot,Affect a lot,Not at all affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Not at all affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,Daily,Daily,Daily,Daily,Daily,Monthly,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Rarely affect,Affect a lot,Affect a lot,Rarely affect
872,Male,Sweden,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Collab,Yes,No,No,No,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Weekly,Weekly,Monthly,Once every 3 months,Weekly,Less than once a year,Very satisfied,Very satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
874,Female,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Rarely affect,Somewhat affect,Not at all affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Neutral,Somewhat disagree,Daily,Monthly,Weekly,Weekly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect
876,Male,Italy,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,No,No,No,Yes,Somewhat agree,Neutral,Strongly agree,Neutral,Individual,Yes,Yes,No,No,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Rarely affect,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Weekly,Less than once a year,Daily,Daily,Daily,Weekly,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
879,Male,Czech Republic,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,Yes,No,No,No,Strongly agree,Strongly disagree,Neutral,Neutral,Collab,No,No,Yes,No,Neutral,Affect a lot,Neutral,Affect a lot,Affect a lot,Affect a lot,Neutral,Affect a lot,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Somewhat disagree,Strongly agree,Strongly agree,Daily,Weekly,Daily,Less than once a year,Weekly,Less than once a year,Very satisfied,Very satisfied,Very satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
47,Male,the United Kingdom of Great Britain and Northern Ireland,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,Yes,No,No,No,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Funders,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Switzerland,Junior,Experiment,Strongly agree,Neutral,Strongly agree,Strongly agree,Somewhat agree,Yes,No,No,No,No,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Community,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Male,the United Kingdom of Great Britain and Northern Ireland,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Funders,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Male,United States of America,Junior,Experiment,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Yes,No,Yes,No,No,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Individual,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Male,Brazil,Junior,Experiment,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,No,No,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Neutral,Community,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Male,Italy,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Collab,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Male,Germany,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Community,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Male,Hungary,Junior,Experiment,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Yes,Yes,No,No,No,Neutral,Neutral,Somewhat agree,Somewhat disagree,Community,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Male,Spain,Senior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Collab,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Male,Spain,Senior,Experiment,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,No,No,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Collab,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Male,Japan,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Yes,Yes,Yes,Yes,No,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Collab,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Male,Norway,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Collab,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Male,Poland,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,Neutral,Neutral,Neutral,Neutral,Community,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Male,France,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,No,No,No,Yes,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Funders,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Germany,Junior,Experiment,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Funders,No,Yes,No,No,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,
86,Male,Spain,Junior,Experiment,Strongly agree,Neutral,Strongly agree,Somewhat agree,Neutral,No,No,No,No,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Community,Yes,Yes,No,No,Rarely affect,Somewhat affect,Not at all affect,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,,,,,,,,,,,,,,,,,,,
113,Male,India,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,Yes,Yes,No,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Individual,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Rarely affect,Rarely affect,Not at all affect,Rarely affect,Affect a lot,,,,,,,,,,,,,,,,,,,,,,,,,
160,Male,Russian Federation,Junior,Experiment,Somewhat disagree,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Collab,No,No,Yes,No,Somewhat affect,Neutral,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Rarely affect,Rarely affect,,,,,,,,,,,,,,,,,,,,,,,,,
241,Male,Italy,Junior,Experiment,Strongly agree,Somewhat agree,Strongly agree,Neutral,Neutral,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Community,Yes,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,
256,Male,Netherlands,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Collab,No,Yes,No,No,Somewhat affect,Neutral,Affect a lot,Neutral,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Rarely affect,,,,,,,,,,,,,,,,,,,,,,,,,
294,Male,Brazil,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Collab,No,Yes,No,No,Somewhat affect,Rarely affect,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,
524,Male,Spain,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Funders,Yes,Yes,No,No,Not at all affect,Not at all affect,Rarely affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Not at all affect,,,,,,,,,,,,,,,,,,,,,,,,,
552,Male,South Africa,Junior,Experiment,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,No,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Community,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Not at all affect,Somewhat affect,Rarely affect,Affect a lot,Affect a lot,Affect a lot,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,
723,Male,Germany,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,Yes,Neutral,Neutral,Neutral,Neutral,Collab,No,Yes,No,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,
760,Male,United States of America,Senior,Experiment,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat agree,No,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Collab,No,Yes,No,No,Neutral,Neutral,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,
780,Male,Italy,Senior,Experiment,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,Yes,Yes,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Collab,No,No,Yes,No,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Rarely affect,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,
802,Female,Italy,Junior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,Yes,No,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Community,Yes,Yes,No,No,Somewhat affect,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,
880,Male,France,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Funders,No,Yes,No,No,Neutral,Somewhat affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,
333,Male,Russian Federation,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,No,No,No,No,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Individual,No,Yes,No,No,Rarely affect,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,
817,Male,Andorra,Junior,Experiment,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,No,No,No,Neutral,Neutral,Neutral,Neutral,Collab,Yes,No,No,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,
861,Male,United States of America,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,No,No,No,No,Yes,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Funders,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,
865,Male,Poland,Junior,Experiment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,No,No,No,Neutral,Somewhat disagree,Neutral,Somewhat agree,Collab,Yes,Yes,No,No,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,,,,,,,,,,,,,,,,,
13,Male,Finland,Junior,Theory,Strongly agree,Strongly agree,Somewhat agree,Neutral,Neutral,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Individual,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Rarely affect,Neutral,Somewhat disagree,Strongly agree,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Weekly,Less than once a year,Less than once a year,Less than once a year,Monthly,Monthly,Moderately satisfied,No experience,No experience,No experience,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
15,Male,the United Kingdom of Great Britain and Northern Ireland,Senior,Theory,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Individual,Yes,Yes,No,No,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Weekly,Less than once a year,Weekly,Monthly,Weekly,Monthly,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
31,Male,Italy,Junior,Theory,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,No,No,No,No,Yes,Neutral,Neutral,Neutral,Neutral,Individual,No,No,Yes,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Neutral,Neutral,Neutral,Neutral
41,Prefer not to say,United States of America,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Individual,Yes,Yes,No,No,Neutral,Somewhat affect,Not at all affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Once a year,Less than once a year,Once every 3 months,Once a year,Monthly,Less than once a year,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,No experience,Very dissatisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
58,Male,Slovenia,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Funders,Yes,Yes,No,No,Affect a lot,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Neutral,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Neutral,Strongly agree,Somewhat disagree,Neutral,Once every 3 months,Less than once a year,Monthly,Monthly,Monthly,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
70,Male,the United Kingdom of Great Britain and Northern Ireland,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,No,No,No,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Collab,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Neutral,Strongly agree,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
